指标名称,银行间同业拆借加权利率:1个月:月:平均值,7天回购利率:加权平均:最近1月(B1M):月:平均值,银行间质押式回购加权利率:1个月:月:平均值,活期存款利率(月),定期存款利率:3个月(月),定期存款利率:6个月(月),定期存款利率:1年(整存整取)(月),定期存款利率:3年(整存整取)(月),人民银行对金融机构存款利率:法定准备金(月),人民银行对金融机构存款利率:超额准备金(月),短期贷款利率:6个月(含)(月),短期贷款利率:6个月至1年(含)(月),中长期贷款利率:1至3年(含)(月),中长期贷款利率:5年以上(月),中长期贷款利率:3至5年(含)(月),个人住房公积金贷款利率:5年以下(含5年)(月),个人住房公积金贷款利率:5年以上(月),人民银行对金融机构贷款利率:20天以内(月),人民银行对金融机构贷款利率:3个月以内(月),人民银行对金融机构贷款利率:6个月以内(月),人民银行对金融机构贷款利率:1年(月),人民银行对金融机构贷款利率:再贴现利率(月),中债国债到期收益率:1个月:月:平均值,中债国债到期收益率:1年:月:平均值,中债国债到期收益率:5年:月:平均值,中债国债到期收益率:10年:月:平均值,中债国债到期收益率:3个月:月:平均值,中债国债到期收益率:6个月:月:平均值,平均汇率:美元兑人民币,平均汇率:欧元兑人民币,平均汇率:港元兑人民币,平均汇率:100日元兑人民币,人民币:实际有效汇率指数,人民币:名义有效汇率指数,中间价:英镑兑人民币:月:平均值,中间价:澳元兑人民币:月:平均值,中间价:加元兑人民币:月:平均值,中间价:新西兰元兑人民币:月:平均值,中间价:新加坡元兑人民币:月:平均值,人民币存款准备金率:中小型存款类金融机构(月),人民币存款准备金率:大型存款类金融机构(月),银行间同业拆借:加权平均利率:当月值,银行间同业拆借:加权平均利率:30天:当月值,银行间同业拆借:成交金额:30天:当月值,银行间同业拆借:加权平均利率:7天:当月值,银行间同业拆借:加权平均利率:14天:当月值,银行间同业拆借:加权平均利率:21天:当月值,银行间同业拆借:加权平均利率:60天:当月值,银行间同业拆借:加权平均利率:90天:当月值,银行间债券质押式回购:加权平均利率:当月值,银行间债券质押式回购:加权平均利率:21天:当月值,银行间债券质押式回购:加权平均利率:合计,金融机构:各项贷款余额,金融机构:各项贷款余额:同比,金融机构:本外币贷款余额:初值:同比,金融机构:新增人民币贷款:当月值,金融机构:各项存款余额,金融机构:各项存款余额:同比,货币当局:国外资产,货币当局:对政府债权,货币当局:对其他存款性公司债权,货币当局:对其他金融性公司债权,货币当局:其他资产,货币当局:总资产,货币当局:储备货币(基础货币),货币当局:储备货币:货币发行,货币当局:储备货币:其他存款性公司存款,货币当局:国外负债,货币当局:政府存款,货币当局:自有资金,货币当局:其他负债,货币当局:总负债,M0,M0:同比,M1,M1:同比,M2,M2:同比,现金净投放:当月值,货币乘数,国外净资产,国内信贷,货币和准货币(M2),货币(M1),准货币,债券,实收资本,货币乘数.1,基础货币余额:月:均值,基础货币余额:同比:月:均值,出口价格指数(HS2):总指数,进口价格指数(HS2):总指数,出口价格指数(BEC):食品和饮料,出口价格指数(BEC):加工品,出口价格指数(BEC):未列名的工业供应品,出口价格指数(BEC):燃料和润滑油,出口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,出口价格指数(BEC):运输设备及其零件和附件,出口价格指数(BEC):未列名的消费品,进口价格指数(BEC):食品和饮料,进口价格指数(BEC):加工品,进口价格指数(BEC):未列名的工业供应品,进口价格指数(BEC):燃料和润滑油,进口价格指数(BEC):资本货品(运输设备除外)及其零件和附件,进口价格指数(BEC):运输设备及其零件和附件,进口价格指数(BEC):未列名的消费品,进口价格指数(BEC):未列名的消费品:耐用品,进口价格指数(BEC):未列名的消费品:非耐用品,出口价格指数(BEC):未列名的消费品:耐用品,出口价格指数(BEC):未列名的消费品:非耐用品,实际使用外资金额:外商直接投资:当月同比,CPI:当月同比,CPI:食品:当月同比,CPI:非食品:当月同比,CPI:消费品:当月同比,CPI:服务:当月同比,CPI:衣着:当月同比,CPI:居住:当月同比,CPI:生活用品及服务:当月同比,CPI:交通和通信:当月同比,CPI:教育文化和娱乐:当月同比,CPI:医疗保健:当月同比,CPI:不包括食品和能源(核心CPI):当月同比,PPI:全部工业品:当月同比,PPI:全部工业品:环比,PPI:全部工业品:累计同比,PPI:生产资料:当月同比,PPI:生产资料:采掘工业:当月同比,PPI:生产资料:原材料工业:当月同比,PPI:生产资料:加工工业:当月同比,PPI:生活资料:当月同比,PPI:生活资料:食品类:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:一般日用品类:当月同比,PPI:生活资料:耐用消费品类:当月同比,RPI:当月同比,RPI:食品:当月同比,RPI:服装、鞋帽:当月同比,RPI:建筑材料及五金电料:当月同比,PPIRM:当月同比,PPIRM:建筑材料类:当月同比,PPIRM:农副产品类:当月同比,PPIRM:燃料、动力类:当月同比,PPIRM:黑色金属材料类:当月同比,PPIRM:有色金属材料类:当月同比,PPIRM:木材及纸浆类:当月同比,PPIRM:化工原料类:当月同比,CGPI:当月同比,CGPI:农产品:当月同比,CGPI:矿产品:当月同比,CGPI:煤油电:当月同比,GDP:现价:当季值:月:均值,GDP:现价:第一产业:当季值:月:均值,GDP:现价:第二产业:当季值:月:均值,GDP:现价:第三产业:当季值:月:均值,GDP:现价:农林牧渔业:当季值:月:均值,GDP:现价:工业:当季值:月:均值,GDP:现价:批发和零售业:当季值:月:均值,GDP:现价:交通运输、仓储和邮政业:当季值:月:均值,GDP:现价:住宿和餐饮业:当季值:月:均值,GDP:现价:金融业:当季值:月:均值,GDP:现价:房地产业:当季值:月:均值,GDP:现价:累计同比:月:均值,GDP:初步核算数:当季同比:月:均值,GDP:现价:其他行业:当季值:月:均值,社会融资规模:当月值,社会融资规模:累计值,社会融资规模:当月值.1,沪深股市:股票总市值(A、B股),沪深股市:股票流通市值(A、B股),沪深股市:股票成交金额:当月值,上证所:上市A股总数,上证所:股票总股本,上证所:股票总市值,上证所:股票流通股本,上证所:股票流通市值,上证所:平均市盈率,上证所:A股平均市盈率,上证综合指数:月:平均值,上证A股指数:月:平均值,换手率:上证综合指数:月:平均值,成交量:上证综合指数:月:平均值,涨跌幅:上证综合指数:月:平均值,成交金额:上证综合指数:月:平均值,万得全A:月:平均值,成交金额:万得全A:月:平均值,成交量:万得全A:月:平均值,静态市盈率:万得全A:月:平均值,滚动市盈率(TTM):万得全A:月:平均值,市净率:万得全A:月:平均值,Wind行业指数:工业:月:平均值,中债国债到期收益率:1个月,中债国债到期收益率:1年
2014-05-31 00:00:00,3.833590476,3.33172381,3.899180952,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,2.796061905,3.477538095,4.02172381,4.183028571,3.045628571,3.287361905,6.1636,8.4637,0.795,6.0726,91.31,94.56,10.382615,5.74756,5.660685,5.317505,4.981915,18,20,2.5586,3.7669,464.35,3.3114,3.4361,3.4736,4.4144,4.7372,2.562,3.5459,2.562,765543.54,13.9,13.6,8708,1098187.07,10.6,281053.35,15312.73,13901.51,8809.15,9921.5,329023.22,273929.23,63694.15,210235.09,1330.31,36029.39,219.75,8706.61,329023.22,58051.11,6.7,327839.56,5.7,1182293.96,13.4,-564,4.32,287487.93,991229.16,1182293.96,327839.56,854454.39,111357.49,33370.85,4.32,93299.55333,2.866666667,98.8,101.3,101.8,100.2,98.4,96.4,98.8,96.2,99.9,101.4,103.7,95.4,93.9,112.1,100,102.6,97.7,107.1,98.8,100.2,-6.7,2.4773,4.102,1.6789,2.3834,2.7083,2.5031,2.3336,1.185,0.5781,2.1214,1.2456,1.7,-1.4464,-0.0551,-1.883,-1.9494,-4.8663,-2.043,-1.6213,0.169,0.4063,0.8184,0.169,-0.6005,0.016468,0.040978,0.024317,0.004625,-1.8226,0.5887,0.4941,-2.0168,-4.7213,-4.2504,-0.6557,-1.7546,-1.4,0.7,-3.9,-1.5,52163.2,3703.133333,23152.76667,25307.3,3833.533333,19477.43333,5088.366667,2399,859.0333333,3792.566667,3062.866667,2.826666667,2.5,9865.266667,14013,85314,14013,239723.61,199496.74,27622.34,950,26205.12,148663.67,24181.58,134147.11,9.77,9.76,2029.75265,2125.0063,0.313095,75.62302575,0.03406475,600.0115176,2260.622895,136573038.8,143220994.3,11.91230323,11.66765161,1.463054839,2127.639025,1.4809,1.7293
2014-06-30 00:00:00,4.637505,3.21037,4.79371,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,3.114875,3.31535,3.848375,4.052385,3.024345,3.11327,6.1636,8.3687,0.7941,6.0467,91.32,94.9,10.41613,5.777405,5.68225,5.32193,4.979225,18,20,2.851,4.5334,306.91,3.45,4.21,4.5147,4.4745,4.9796,2.8857,4.4427,2.8857,776336.66,14,13.7,10793,1136074.65,12.6,280169.49,15312.73,14556.64,8809.15,10825.59,329698.6,279898.66,63260.47,216638.19,1477.31,33282.98,219.75,6171.34,329698.6,56951.05,5.3,341487.45,8.9,1209587.2,14.7,-1100,4.32,289009.16,1016864.17,1209587.2,341487.45,868099.75,113378.4,33666,4.32,93299.55333,2.866666667,98.5,95.9,105.2,104.2,97.9,100.3,98,92.9,100.7,100.3,101.6,96.7,96.4,97.2,100.7,86.1,96.9,76.7,96.8,100.7,0.2,2.3361,3.6831,1.6742,2.2215,2.6174,2.597,2.2273,1.2149,0.6425,2.0984,1.2775,1.7,-1.1092,-0.2138,-1.7555,-1.526,-3.9995,-1.4616,-1.3097,0.23,0.688,0.794,0.3112,-0.8894,0.016046,0.03646,0.02573,0.004973,-1.4823,0.4629,0.0899,-1.3282,-4.1097,-3.5992,-0.4836,-1.2022,-1.1,0.1,-3.5,-1,52163.2,3703.133333,23152.76667,25307.3,3833.533333,19477.43333,5088.366667,2399,859.0333333,3792.566667,3062.866667,2.826666667,2.5,9865.266667,19673,105675,19673,244129.67,203020.49,32412.76,950,26364.14,149421.28,24319.34,135086.85,9.81,9.8,2043.0152,2139.1411,0.32951,79.56157375,0.02447965,655.8732001,2304.02598,160114533.1,160744111.8,12.05868333,11.81387667,1.501796667,2169.55848,1.4895,1.722
2014-07-31 00:00:00,4.416515,3.700865217,4.542130435,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,3.211173913,3.628230435,3.989552174,4.206982609,3.317873913,3.393930435,6.1569,8.3425,0.7944,6.0652,91.83,95.33,10.53445652,5.794034783,5.739813043,5.36186087,4.987176087,18,20,3.4138,4.385,414.4,3.9764,4.5129,4.3038,4.0549,4.894,3.4102,4.6113,3.4102,780188.63,13.4,13.3,3852,1116247.35,10.9,280180.25,15312.73,14933.83,8789.78,10849.65,330091.56,276652.23,63096.17,213556.06,1348.45,38940.21,219.75,4412.85,330091.56,57346.5,5.4,331347.32,6.7,1194249.24,13.5,395,4.32,288675.61,1008104.01,1194249.24,331347.32,862901.92,114313.98,33817.24,4.32,95099.72667,2.8,99.2,98,103.4,101.8,97.5,101.7,98.8,96.3,102.5,98.6,101.9,95.8,92.1,97.5,104.3,106,103.9,115.4,99.3,101.7,-16.95,2.2852,3.598,1.6414,2.1822,2.5364,2.6285,2.0186,1.1317,0.6774,2.1223,1.4265,1.7,-0.8688,-0.0926,-1.6304,-1.2181,-3.3747,-0.7818,-1.1944,0.2567,0.7103,0.7373,0.4173,-0.8809,0.015776,0.035409,0.026243,0.004261,-1.1176,0.4157,0.0593,-1.0475,-4.113,-1.0858,-0.4274,-0.4635,-0.9,-0.3,-2.7,-0.6,55161.56667,5618.3,23657.03333,25886.23333,5790.333333,19634.66667,5270.733333,2470.333333,952.6666667,3873.566667,3110.833333,2.856666667,2.433333333,9925.133333,2737,108412,2737,261989.46,219015.74,53409.12,955,26503.46,161470.57,24413.84,145708.38,10.59,10.58,2086.229261,2184.339522,0.533421739,129.6067234,0.316663087,1038.96729,2419.681543,229210253.5,244949582.8,12.39680968,12.13400968,1.582554839,2315.334857,1.4839,1.7206
2014-08-31 00:00:00,4.093963158,3.669685714,4.244371429,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,3.42837619,3.762180952,3.983857143,4.246552381,3.529519048,3.771671429,6.1606,8.2062,0.7949,5.985,93.39,96.94,10.29625714,5.73192381,5.6387,5.193704762,4.929085714,18,20,3.1745,3.9043,247.42,3.6124,3.7503,4.2606,3.6769,4.747,3.1115,4.401,3.1115,787214.13,13.3,13.2,7025,1117327.47,10.1,280184.03,15312.73,15455.89,8787.71,10868.54,330634.21,277957.39,63886.74,214070.65,1398.31,39135.42,219.75,3366.82,330634.21,57997.61,5.6,332023.23,5.7,1197499.08,12.8,651,4.31,288673.61,1019481.31,1197499.08,332023.23,865475.86,117118.68,33902.42,4.31,95099.72667,2.8,100.5,98,103,101.1,99.4,101.1,99.7,94.7,103.3,96.3,99.8,95.9,91.6,94.2,102.9,104.2,102.7,114,98.8,99.5,-14,1.9909,3.0457,1.4677,1.8388,2.3633,2.5948,1.8505,1.0872,0.1774,1.9383,1.3899,1.6,-1.2038,-0.1978,-1.5776,-1.6532,-4.437,-1.4842,-1.4525,0.2432,0.6214,0.6654,0.4382,-0.7794,0.011828,0.030052,0.026155,0.003016,-1.3735,-0.2861,0.1847,-1.5855,-5.005,-1.5,-0.4895,-0.2512,-1.4,-0.3,-5,-1.6,55161.56667,5618.3,23657.03333,25886.23333,5790.333333,19634.66667,5270.733333,2470.333333,952.6666667,3873.566667,3110.833333,2.856666667,2.433333333,9925.133333,9577,117989,9577,268701.84,223989.12,60899.45,960,26591.85,163342.43,24495.87,146753.15,10.69,10.68,2218.362095,2322.473048,0.652495238,159.2276243,0.036617429,1328.435284,2616.711714,287176720.6,298219913.6,13.22313226,12.82936452,1.676712903,2498.195038,1.4736,1.7299
2014-09-30 00:00:00,4.25265,3.3685,4.208518182,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,3.433813636,3.7839,3.964331818,4.156068182,3.580640909,3.797831818,6.1528,7.9466,0.7937,5.7381,95.63,98.96,10.04252381,5.571966667,5.593142857,5.017342857,4.860740476,18,20,2.9697,4.1471,246.46,3.4082,3.3927,4.2379,3.7685,4.901,2.9331,4.3013,2.9331,795786.02,13.2,13,8572,1126570.37,9.3,280121.2,15312.73,21015.29,8731.65,11055.44,336261.61,285299.18,65544.74,219754.43,1964,36787.46,219.75,3407.5,336261.61,58844.99,4.2,327220.21,4.8,1202051.41,12.9,848,4.21,288865.66,1032886.4,1202051.41,327220.21,874831.2,118474.43,34121.01,4.21,95099.72667,2.8,102.1,99,102,99.6,100.5,99.1,100.6,93.1,108.4,95,99.5,93.5,94.8,103.7,97.4,94.3,100.5,86.3,113.1,101.5,1.9,1.6275,2.3228,1.2789,1.3644,2.2748,2.3787,1.6464,1.1247,-0.3425,1.8837,1.2448,1.5,-1.7996,-0.4,-1.6021,-2.3924,-6.6834,-2.7246,-1.8251,0.1098,0.3481,0.6506,0.3617,-0.8335,0.006632,0.022301,0.024593,0.001613,-1.8871,-0.6711,-0.1257,-2.7827,-6.1271,-1.4622,-0.6418,-0.6368,-2.4,-1.7,-7.6,-3.9,55161.56667,5618.3,23657.03333,25886.23333,5790.333333,19634.66667,5270.733333,2470.333333,952.6666667,3873.566667,3110.833333,2.856666667,2.433333333,9925.133333,11355,128441,11355,293548.17,243460.32,76699.48,965,26818.96,176124.14,24681.51,157346.79,11.49,11.48,2317.069857,2425.662619,0.815314286,199.572908,0.308844524,1691.497026,2790.196462,361280453.1,363786816.2,14.01701333,13.32465333,1.721023333,2766.765171,1.4695,1.7306
2014-10-31 00:00:00,4.013857895,3.089884211,3.933936842,0.35,2.6,2.8,3,4.25,1.62,0.72,5.6,6,6.15,6.55,6.4,4,4.5,3.25,3.55,3.75,3.85,2.25,3.431715789,3.554121053,3.680973684,3.8414,3.538442105,3.560705263,6.1441,7.7992,0.7921,5.7079,97.15,100.48,9.868588889,5.390577778,5.474594444,4.83865,4.811083333,18,20,2.6881,3.8866,470.22,3.1836,3.3881,3.6593,3.6426,4.6903,2.6395,3.801,2.6395,801269.48,13.2,12.9,5483,1124704.8,9.5,280021.78,15312.73,24116.15,8731.65,11077.36,339284.97,279382.16,63776.83,215605.33,1629.25,44548.9,219.75,5360.91,339284.97,57691.64,3.8,329617.73,3.2,1199236.31,12.6,-1153,4.29,289405.64,1032576.94,1199236.31,329617.73,869618.58,120446.46,34632.13,4.29,98031.00667,2.833333333,101.9,97.4,205.2,99.5,98.1,96.3,104.2,102.5,103.8,94.4,99.4,90.8,95.8,101.6,97.9,92,103.4,81.2,112.3,97.3,1.3,1.6011,2.4955,1.1558,1.4487,1.9744,2.3606,1.6459,1.1845,-0.3452,1.0739,1.3091,1.4,-2.2428,-0.4,-1.6658,-2.951,-8.8695,-3.6805,-2.0476,0.0396,0.1686,0.5129,0.2812,-0.6879,0.006137,0.023583,0.023555,0.000603,-2.5319,-1.07,-1.0689,-3.8283,-6.9178,-2.4506,-0.5839,-1.4261,-3.1,-2.8,-8.4,-5.2,60276.3,6840.7,25908.63333,27526.96667,7057.366667,21067.16667,5819.2,2536.433333,1053.2,4013.3,3562.8,3.963333333,2.433333333,10206.3,6807,135248,6807,300486.66,249171.27,65239.57,971,26912.48,180974.34,24755.36,161664.67,11.81,11.8,2354.653889,2465.197056,0.832838889,205.4048291,0.134605944,1738.126926,2887.126767,359844057.1,361302278.6,14.3819129,13.64324194,1.751212903,2926.817011,1.4736,1.7316
2014-11-30 00:00:00,4.17341,3.172505,4.14135,0.35,2.35,2.55,2.75,4,1.62,0.72,5.6,5.6,6,6.15,6,3.75,4.25,3.25,3.55,3.75,3.85,2.25,3.176035,3.15967,3.43071,3.58512,3.201365,3.195955,6.1432,7.6599,0.7922,5.2882,99.28,102.65,9.69195,5.31044,5.42274,4.805805,4.74014,18,20,2.8218,4.0077,451.02,3.331,3.681,4.6899,4.109,4.791,2.7869,4.8101,2.7869,809796.94,13.4,13,8527,1131415.46,9.6,279937.04,15312.73,25022.62,8731.65,11191.29,340220.62,280045.59,64500.85,215544.73,1481.9,45422.42,219.75,4918.07,340220.62,58438.53,3.5,335114.13,3.2,1208605.95,12.3,747,4.32,289495.04,1045883.46,1208605.95,335114.13,873491.81,122016.6,35460.83,4.32,98031.00667,2.833333333,99.5,95.5,103.2,101.6,97.3,92.4,102,95.7,99.9,91.4,95.6,90.4,92.1,97.5,102.2,99.4,97.7,102.2,98.8,98.9,22.2,1.4393,2.3086,1.0075,1.2758,1.8401,2.6171,1.3533,1.1732,-0.812,0.9786,1.2737,1.3,-2.6928,-0.4926,-1.7586,-3.4887,-10.6542,-4.6941,-2.2543,-0.1281,-0.1518,0.5032,0.0748,-0.6888,0.00437,0.02247,0.027003,-0.000348,-3.1612,-1.5607,-1.6934,-5.2142,-7.7139,-2.5246,-0.6827,-2.2534,-3.6,-3,-9.1,-7.1,60276.3,6840.7,25908.63333,27526.96667,7057.366667,21067.16667,5819.2,2536.433333,1053.2,4013.3,3562.8,3.963333333,2.433333333,10206.3,11459,146707,11459,327826.91,272629.92,89119.76,977,26968.89,201252.14,24783.99,179690.41,13.15,13.14,2493.2602,2610.75645,1.153055,284.5667298,0.52058855,2440.662678,3012.695695,441782335.1,446231658.2,15.11815333,14.09423,1.77321,3099.683865,1.4694,1.7357
2014-12-31 00:00:00,5.621963636,3.818756522,6.002730435,0.35,2.35,2.55,2.75,4,1.62,0.72,5.6,5.6,6,6.15,6,3.75,4.25,3.25,3.55,3.75,3.85,2.25,3.488991304,3.300269565,3.583865217,3.682678261,3.331478261,3.264743478,6.1238,7.5621,0.7897,5.1436,100.48,103.34,9.592308696,5.059582609,5.307721739,4.760634783,4.664604348,18,20,3.4855,5.7999,313.85,4.4626,4.9272,5.6362,5.1456,5.1315,3.4919,5.7188,3.4919,816770.01,13.6,13.3,6973,1138644.64,9.1,278622.85,15312.73,24985.27,7848.81,11467.5,338248.79,294093.02,67151.28,226941.74,1833.83,31275.33,219.75,2746.51,338248.79,60259.53,2.9,348056.41,3.2,1228374.81,12.2,1820,4.18,288390.38,1076962.18,1228374.81,348056.41,880318.4,123119.42,36630.2,4.18,98031.00667,2.833333333,100.2,90.6,100.5,98.9,97.5,86.4,104.1,98.1,100.1,89.9,92.9,87.4,85.5,93.2,103.3,92.8,97.9,89.2,97.8,98.2,10.3,1.5056,2.8564,0.8313,1.3911,1.7872,2.6257,1.0072,1.1306,-1.4023,0.874,1.5325,1.3,-3.3152,-0.6297,-1.8876,-4.2949,-13.1966,-6.3648,-2.5067,-0.1583,-0.2943,0.5658,0.0147,-0.5796,0.003648,0.028964,0.027382,-0.002905,-3.9927,-2.6206,-2.0207,-7.0273,-8.674,-2.9357,-0.7504,-3.6835,-4.4,-2.5,-9.7,-10.2,60276.3,6840.7,25908.63333,27526.96667,7057.366667,21067.16667,5819.2,2536.433333,1053.2,4013.3,3562.8,3.963333333,2.433333333,10206.3,16945,164571,16945,372546.96,315624.31,181362.61,986,27085.17,243974.02,24914.59,220495.87,15.99,15.99,2994.525609,3137.112652,1.999195652,494.9357718,0.840222652,4991.882633,3463.120896,783490915.3,713270291.3,17.70724839,16.51054194,2.058458065,3482.693343,1.4744,1.7373
2015-01-31 00:00:00,5.061705556,4.317485714,5.004752381,0.35,2.35,2.55,2.75,4,1.62,0.72,5.6,5.6,6,6.15,6,3.75,4.25,3.25,3.55,3.75,3.85,2.25,3.356885714,3.174261905,3.434819048,3.536833333,3.25692381,3.177171429,6.1272,7.1357,0.7903,5.1975,102.17,104.64,9.30066,4.962335,5.067655,4.695075,4.595875,18,20,3.1756,4.9525,135.33,4.1063,4.8637,5.0156,4.9584,5.1204,3.1027,5.1699,3.1027,836985.96,13.9,13.7,14707,1224060.36,13.7,278606.09,15312.73,25789.62,7848.81,11299.13,338868.05,288343.85,69461.11,218882.75,1561.64,37803.05,219.75,2912.37,338868.05,63040.51,-17.6,348106.28,10.6,1242709.56,10.8,2781,4.31,291121.43,1093561.42,1242709.56,348106.28,894603.29,125711.48,36760.1,4.31,98584.21,2.566666667,100.4,90.4,102.1,102.3,99.2,83,103.5,99.8,98.9,88.4,88.7,84.7,82,100,100.4,99.1,97.8,99.9,95,99.6,29.4,0.7638,1.1092,0.5877,0.5277,1.3463,2.866,0.831,0.9144,-2.2291,0.2993,1.612,1.2,-4.3202,-1.0909,-4.3202,-5.6049,-17.4536,-8.5784,-3.1032,-0.1546,-0.2629,0.8369,-0.0848,-0.6821,-0.004456,0.009778,0.03008,-0.003937,-5.1567,-3.0495,-2.1946,-9.9001,-9.5566,-4.8247,-0.7376,-5.5277,-5.6,-2.8,-11.5,-14,50379.3,2457.733333,20168.63333,27752.93333,2562.266667,17823.7,5216.5,2270.166667,958.7333333,4703.466667,3152.466667,3.236666667,2.333333333,8329.3,20516,20516,20516,385424.77,322460.21,127669.98,998,27390.34,244996.24,25168.55,220593.36,15.94,15.94,3293.87305,3451.609,1.40798,351.871691,-0.0047968,3917.079322,3655.664195,625237873.4,517780285.4,19.22250968,17.8753871,2.206303226,3660.29543,1.4857,1.7451
2015-02-28 00:00:00,5.46758125,4.335217647,5.476505882,0.35,2.35,2.55,2.75,4,1.62,0.72,5.6,5.6,6,6.15,6,3.75,4.25,3.25,3.55,3.75,3.85,2.25,3.190935294,3.073111765,3.272435294,3.393552941,3.124888235,3.067429412,6.1339,6.9877,0.791,5.2033,103.72,105.06,9.4113,4.792206667,4.900226667,4.566026667,4.555533333,17.5,19.5,3.6392,5.4298,262.01,4.7341,4.9216,5.5156,5.4669,5.3879,3.6179,5.4886,3.6179,847224.57,14.3,13.8,10200,1223250.98,10.9,278395.27,15312.73,32422.43,7847.15,11421.56,345410.82,298674.42,82921.96,215752.46,1447.11,32344.83,219.75,4562.92,345410.82,72896.19,17,334439.22,5.6,1257384.48,12.5,9856,4.21,293579.59,1112422.99,1257384.48,334439.22,922945.26,126556.78,36867.49,4.21,98584.21,2.566666667,96.7,90.7,101.3,99.8,97.7,76.9,94.1,97,99.1,87.2,87.3,83.6,80.1,103.6,97.8,101.1,99,100.9,92,98.8,0.9,1.4311,2.3657,0.9465,1.1126,2.2221,2.9417,0.5765,1.4584,-1.7018,1.8374,1.91,1.574,-4.7976,-0.7306,-4.5586,-6.2356,-20.1185,-9.2068,-3.5349,-0.1342,-0.1448,0.7538,-0.1775,-0.6319,-0.000607,0.023177,0.03038,-0.005616,-5.852,-3.196,-2.3155,-11.9904,-10.0835,-5.7086,-0.7769,-6.2757,-5.8,-0.9,-12.6,-15.6,50379.3,2457.733333,20168.63333,27752.93333,2562.266667,17823.7,5216.5,2270.166667,958.7333333,4703.466667,3152.466667,3.236666667,2.333333333,8329.3,13609,34125,13609,407592.69,338507.36,75973.47,1006,27598.41,255115.63,25277.22,228188.1,16.57,16.57,3186.547267,3338.721,0.958453333,241.0396633,0.213917733,2745.538905,3692.79572,495867415.8,387119377.1,19.22351786,17.88323929,2.206928571,3695.198433,1.5094,1.7745
2015-03-31 00:00:00,5.224461905,4.664345455,5.148659091,0.35,2.1,2.3,2.5,3.75,1.62,0.72,5.35,5.35,5.75,5.9,5.75,3.5,4,3.25,3.55,3.75,3.85,2.25,3.48485,3.098354545,3.326186364,3.498263636,3.155563636,3.116631818,6.1507,6.6871,0.7928,5.1284,104.58,107.12,9.247827273,4.770927273,4.879931818,4.609990909,4.4863,17.5,19.5,3.695,5.2216,377.01,4.7352,4.659,5.1735,5.1828,5.2567,3.6053,5.4015,3.6053,859069.21,14,13.3,11800,1248866.33,10.1,276072.56,15312.73,31478.7,7847.15,11473.1,342225.55,295752.63,69078.1,226674.52,1405.32,29829.21,219.75,6767.64,342225.55,61949.81,6.2,337210.52,2.9,1275332.78,11.6,-10947,4.31,294637.43,1136551.53,1275332.78,337210.52,938122.25,129897.12,37931.02,4.31,98584.21,2.566666667,99.7,89.5,100.2,99.4,95.6,67,103.1,97.5,100.6,86,88.2,81.8,80.3,105.1,103,91.9,100.6,87.6,93,100.5,2.2,1.3758,2.333,0.8876,1.1266,1.9913,3.02,0.6312,1.2027,-1.5409,1.5734,1.5626,1.4596,-4.5603,-0.0718,-4.5592,-5.9266,-19.5555,-8.3704,-3.4952,-0.1443,-0.0301,0.7389,-0.4015,-0.6154,-0.000076,0.022413,0.030923,-0.005179,-5.6752,-3.1997,-2.2815,-11.4655,-10.4726,-4.5979,-0.821,-5.954,-5.4,-0.2,-12.5,-14.7,50379.3,2457.733333,20168.63333,27752.93333,2562.266667,17823.7,5216.5,2270.166667,958.7333333,4703.466667,3152.466667,3.236666667,2.333333333,8329.3,12433,46071,12433,477018.15,395085.33,208514.39,1021,27819.47,292210.37,25606.72,261590.01,18.96,18.97,3483.941273,3651.012409,1.687,429.2038622,0.573308636,5120.770274,4200.710341,940201369.2,690588992.2,20.94322903,19.80515484,2.422841935,4309.861009,1.5232,1.798
